,GEO,SEX,AGE_M3,VALUE
18797,NL132,M,TOTAL,84962.0
18798,NL132,T,18-29,16687.0
18799,NL132,T,30-39,19400.0
18800,NL132,T,40+,96287.0
18801,NL132,T,TOTAL,171267.0
18802,NL133,F,18-29,7753.0
18803,NL133,F,30-39,7525.0
18804,NL133,F,40+,36606.0
18805,NL133,F,<18,13932.0
18806,NL133,F,TOTAL,65816.0
18807,NL133,M,18-29,8321.0
18808,NL133,M,30-39,7624.0
18809,NL133,M,40+,34202.0
18810,NL133,M,<18,14394.0
18811,NL133,M,TOTAL,64541.0
18812,NL133,T,18-29,13304.0
18813,NL133,T,30-39,15149.0
18814,NL133,T,40+,70808.0
18815,NL133,T,TOTAL,130357.0
18816,NL2,F,18-29,248116.0
18817,NL2,F,30-39,219187.0
18818,NL2,F,40+,926319.0
18819,NL2,F,<18,385131.0
18820,NL2,F,TOTAL,1778753.0
18821,NL2,M,18-29,259135.0
18822,NL2,M,30-39,218864.0
18823,NL2,M,40+,870574.0
18824,NL2,M,<18,403777.0
18825,NL2,M,TOTAL,1752350.0
18826,NL2,T,18-29,418175.0
18827,NL2,T,30-39,438051.0
18828,NL2,T,40+,1796893.0
18829,NL2,T,TOTAL,3531103.0
18830,NL21,F,18-29,79830.0
18831,NL21,F,30-39,70308.0
18832,NL21,F,40+,292807.0
18833,NL21,F,<18,124617.0
18834,NL21,F,TOTAL,567562.0
18835,NL21,M,18-29,86803.0
18836,NL21,M,30-39,72775.0
18837,NL21,M,40+,276956.0
18838,NL21,M,<18,130369.0
18839,NL21,M,TOTAL,566903.0
18840,NL21,T,18-29,138871.0
18841,NL21,T,30-39,143083.0
18842,NL21,T,40+,569763.0
18843,NL21,T,TOTAL,1134465.0
18844,NL211,F,18-29,26580.0
18845,NL211,F,30-39,22872.0
18846,NL211,F,40+,88228.0
18847,NL211,F,<18,41049.0
18848,NL211,F,TOTAL,178729.0
18849,NL211,M,18-29,27166.0
18850,NL211,M,30-39,23533.0
18851,NL211,M,40+,83934.0
18852,NL211,M,<18,42799.0
18853,NL211,M,TOTAL,177432.0
18854,NL211,T,18-29,44892.0
18855,NL211,T,30-39,46405.0
18856,NL211,T,40+,172162.0
18857,NL211,T,TOTAL,356161.0
18858,NL212,F,18-29,10702.0
18859,NL212,F,30-39,9821.0
18860,NL212,F,40+,40045.0
18861,NL212,F,<18,16545.0
18862,NL212,F,TOTAL,77113.0
18863,NL212,M,18-29,10980.0
18864,NL212,M,30-39,9780.0
18865,NL212,M,40+,37970.0
18866,NL212,M,<18,17084.0
18867,NL212,M,TOTAL,75814.0
18868,NL212,T,18-29,18173.0
18869,NL212,T,30-39,19601.0
18870,NL212,T,40+,78015.0
18871,NL212,T,TOTAL,152927.0
18872,NL213,F,18-29,42548.0
18873,NL213,F,30-39,37615.0
18874,NL213,F,40+,164534.0
18875,NL213,F,<18,67023.0
18876,NL213,F,TOTAL,311720.0
18877,NL213,M,18-29,48657.0
18878,NL213,M,30-39,39462.0
18879,NL213,M,40+,155052.0
18880,NL213,M,<18,70486.0
18881,NL213,M,TOTAL,313657.0
18882,NL213,T,18-29,75806.0
18883,NL213,T,30-39,77077.0
18884,NL213,T,40+,319586.0
18885,NL213,T,TOTAL,625377.0
18886,NL22,F,18-29,138602.0
18887,NL22,F,30-39,121153.0
18888,NL22,F,40+,543656.0
18889,NL22,F,<18,211877.0
18890,NL22,F,TOTAL,1015288.0
18891,NL22,M,18-29,141391.0
18892,NL22,M,30-39,119932.0
18893,NL22,M,40+,506106.0
18894,NL22,M,<18,221954.0
18895,NL22,M,TOTAL,989383.0
18896,NL22,T,18-29,229387.0
18897,NL22,T,30-39,241085.0
18898,NL22,T,40+,1049762.0
18899,NL22,T,TOTAL,2004671.0
18900,NL221,F,18-29,46934.0
18901,NL221,F,30-39,38985.0
18902,NL221,F,40+,174589.0
18903,NL221,F,<18,72080.0
18904,NL221,F,TOTAL,332588.0
18905,NL221,M,18-29,48521.0
18906,NL221,M,30-39,38818.0
18907,NL221,M,40+,161000.0
18908,NL221,M,<18,75445.0
18909,NL221,M,TOTAL,323784.0
18910,NL221,T,18-29,78162.0
18911,NL221,T,30-39,77803.0
18912,NL221,T,40+,335589.0
18913,NL221,T,TOTAL,656372.0
18914,NL224,F,18-29,14475.0
18915,NL224,F,30-39,14359.0
18916,NL224,F,40+,61895.0
18917,NL224,F,<18,27186.0
18918,NL224,F,TOTAL,117915.0
18919,NL224,M,18-29,15563.0
18920,NL224,M,30-39,13975.0
18921,NL224,M,40+,59022.0
18922,NL224,M,<18,28782.0
18923,NL224,M,TOTAL,117342.0
18924,NL224,T,18-29,24172.0
18925,NL224,T,30-39,28334.0
18926,NL224,T,40+,120917.0
18927,NL224,T,TOTAL,235257.0
18928,NL225,F,18-29,21130.0
18929,NL225,F,30-39,21925.0
18930,NL225,F,40+,116731.0
18931,NL225,F,<18,42226.0
18932,NL225,F,TOTAL,202012.0
18933,NL225,M,18-29,23671.0
18934,NL225,M,30-39,21799.0
18935,NL225,M,40+,109996.0
18936,NL225,M,<18,44156.0
18937,NL225,M,TOTAL,199622.0
18938,NL225,T,18-29,35760.0
18939,NL225,T,30-39,43724.0
18940,NL225,T,40+,226727.0
18941,NL225,T,TOTAL,401634.0
18942,NL226,F,18-29,56063.0
18943,NL226,F,30-39,45884.0
18944,NL226,F,40+,190441.0
18945,NL226,F,<18,70385.0
18946,NL226,F,TOTAL,362773.0
18947,NL226,M,18-29,53636.0
18948,NL226,M,30-39,45340.0
18949,NL226,M,40+,176088.0
18950,NL226,M,<18,73571.0
18951,NL226,M,TOTAL,348635.0
18952,NL226,T,18-29,91293.0
18953,NL226,T,30-39,91224.0
18954,NL226,T,40+,366529.0
18955,NL226,T,TOTAL,711408.0
18956,NL23,F,18-29,29684.0
18957,NL23,F,30-39,27726.0
18958,NL23,F,40+,89856.0
18959,NL23,F,<18,48637.0
18960,NL23,F,TOTAL,195903.0
18961,NL23,M,18-29,30941.0
18962,NL23,M,30-39,26157.0
18963,NL23,M,40+,87512.0
18964,NL23,M,<18,51454.0
18965,NL23,M,TOTAL,196064.0
18966,NL23,T,18-29,49917.0
18967,NL23,T,30-39,53883.0
18968,NL23,T,40+,177368.0
18969,NL23,T,TOTAL,391967.0
18970,NL230,F,18-29,29684.0
18971,NL230,F,30-39,27726.0
18972,NL230,F,40+,89856.0
18973,NL230,F,<18,48637.0
18974,NL230,F,TOTAL,195903.0
18975,NL230,M,18-29,30941.0
18976,NL230,M,30-39,26157.0
18977,NL230,M,40+,87512.0
18978,NL230,M,<18,51454.0
18979,NL230,M,TOTAL,196064.0
18980,NL230,T,18-29,49917.0
18981,NL230,T,30-39,53883.0
18982,NL230,T,40+,177368.0
18983,NL230,T,TOTAL,391967.0
18984,NL3,F,18-29,602191.0
18985,NL3,F,30-39,532488.0
18986,NL3,F,40+,2038162.0
18987,NL3,F,<18,802410.0
18988,NL3,F,TOTAL,3975251.0
18989,NL3,M,18-29,595169.0
18990,NL3,M,30-39,527002.0
18991,NL3,M,40+,1892077.0
18992,NL3,M,<18,840626.0
18993,NL3,M,TOTAL,3854874.0
18994,NL3,T,18-29,1005434.0
18995,NL3,T,30-39,1059490.0
18996,NL3,T,40+,3930239.0
18997,NL3,T,TOTAL,7830125.0
18998,NL31,F,18-29,101878.0
18999,NL31,F,30-39,85730.0
19000,NL31,F,40+,307567.0
19001,NL31,F,<18,133094.0
19002,NL31,F,TOTAL,628269.0
19003,NL31,M,18-29,94577.0
19004,NL31,M,30-39,84107.0
19005,NL31,M,40+,282724.0
19006,NL31,M,<18,139117.0
19007,NL31,M,TOTAL,600525.0
19008,NL31,T,18-29,165413.0
19009,NL31,T,30-39,169837.0
19010,NL31,T,40+,590291.0
19011,NL31,T,TOTAL,1228794.0
19012,NL310,F,18-29,101878.0
19013,NL310,F,30-39,85730.0
19014,NL310,F,40+,307567.0
19015,NL310,F,<18,133094.0
19016,NL310,F,TOTAL,628269.0
19017,NL310,M,18-29,94577.0
19018,NL310,M,30-39,84107.0
19019,NL310,M,40+,282724.0
19020,NL310,M,<18,139117.0
19021,NL310,M,TOTAL,600525.0
19022,NL310,T,18-29,165413.0
19023,NL310,T,30-39,169837.0
19024,NL310,T,40+,590291.0
19025,NL310,T,TOTAL,1228794.0
19026,NL32,F,18-29,205555.0
19027,NL32,F,30-39,188645.0
19028,NL32,F,40+,703151.0
19029,NL32,F,<18,269816.0
19030,NL32,F,TOTAL,1367167.0
19031,NL32,M,18-29,197451.0
19032,NL32,M,30-39,185548.0
19033,NL32,M,40+,658849.0
19034,NL32,M,<18,282462.0
19035,NL32,M,TOTAL,1324310.0
19036,NL32,T,18-29,340166.0
19037,NL32,T,30-39,374193.0
19038,NL32,T,40+,1362000.0
19039,NL32,T,TOTAL,2691477.0
19040,NL321,F,18-29,23113.0
19041,NL321,F,30-39,22259.0
19042,NL321,F,40+,100221.0
19043,NL321,F,<18,39584.0
19044,NL321,F,TOTAL,185177.0
19045,NL321,M,18-29,25063.0
19046,NL321,M,30-39,22452.0
19047,NL321,M,40+,96626.0
19048,NL321,M,<18,41721.0
19049,NL321,M,TOTAL,185862.0
19050,NL321,T,18-29,39415.0
19051,NL321,T,30-39,44711.0
19052,NL321,T,40+,196847.0
19053,NL321,T,TOTAL,371039.0
19054,NL322,F,18-29,14950.0
19055,NL322,F,30-39,14617.0
19056,NL322,F,40+,63456.0
19057,NL322,F,<18,23922.0
19058,NL322,F,TOTAL,116945.0
19059,NL322,M,18-29,15803.0
19060,NL322,M,30-39,14809.0
19061,NL322,M,40+,59005.0
19062,NL322,M,<18,25163.0
19063,NL322,M,TOTAL,114780.0
19064,NL322,T,18-29,25231.0
19065,NL322,T,30-39,29426.0
19066,NL322,T,40+,122461.0
19067,NL322,T,TOTAL,231725.0
19068,NL323,F,18-29,12342.0
19069,NL323,F,30-39,11122.0
19070,NL323,F,40+,54688.0
19071,NL323,F,<18,19838.0
19072,NL323,F,TOTAL,97990.0
19073,NL323,M,18-29,12723.0
19074,NL323,M,30-39,10803.0
19075,NL323,M,40+,50764.0
19076,NL323,M,<18,21014.0
19077,NL323,M,TOTAL,95304.0
19078,NL323,T,18-29,20222.0
19079,NL323,T,30-39,21925.0
19080,NL323,T,40+,105452.0
19081,NL323,T,TOTAL,193294.0
19082,NL324,F,18-29,14661.0
19083,NL324,F,30-39,14760.0
19084,NL324,F,40+,63103.0
19085,NL324,F,<18,21810.0
19086,NL324,F,TOTAL,114334.0
19087,NL324,M,18-29,14179.0
19088,NL324,M,30-39,14205.0
19089,NL324,M,40+,55841.0
19090,NL324,M,<18,22511.0
19091,NL324,M,TOTAL,106736.0
19092,NL324,T,18-29,24136.0
19093,NL324,T,30-39,28965.0
19094,NL324,T,40+,118944.0
19095,NL324,T,TOTAL,221070.0
19096,NL325,F,18-29,10928.0
19097,NL325,F,30-39,10906.0
19098,NL325,F,40+,43528.0
19099,NL325,F,<18,16932.0
19100,NL325,F,TOTAL,82294.0
19101,NL325,M,18-29,11044.0
19102,NL325,M,30-39,10675.0
19103,NL325,M,40+,40939.0
19104,NL325,M,<18,17789.0
19105,NL325,M,TOTAL,80447.0
19106,NL325,T,18-29,18123.0
19107,NL325,T,30-39,21581.0
19108,NL325,T,40+,84467.0
19109,NL325,T,TOTAL,162741.0
19110,NL326,F,18-29,115823.0
19111,NL326,F,30-39,100644.0
19112,NL326,F,40+,305343.0
19113,NL326,F,<18,122317.0
19114,NL326,F,TOTAL,644127.0
19115,NL326,M,18-29,104488.0
19116,NL326,M,30-39,98907.0
19117,NL326,M,40+,291844.0
19118,NL326,M,<18,127762.0
19119,NL326,M,TOTAL,623001.0
19120,NL326,T,18-29,190460.0
19121,NL326,T,30-39,199551.0
19122,NL326,T,40+,597187.0
19123,NL326,T,TOTAL,1267128.0
19124,NL327,F,18-29,13738.0
19125,NL327,F,30-39,14337.0
19126,NL327,F,40+,72812.0
19127,NL327,F,<18,25413.0
19128,NL327,F,TOTAL,126300.0
19129,NL327,M,18-29,14151.0
19130,NL327,M,30-39,13697.0
19131,NL327,M,40+,63830.0
19132,NL327,M,<18,26502.0
19133,NL327,M,TOTAL,118180.0
19134,NL327,T,18-29,22579.0
19135,NL327,T,30-39,28034.0
19136,NL327,T,40+,136642.0
19137,NL327,T,TOTAL,244480.0
19138,NL33,F,18-29,272491.0
19139,NL33,F,30-39,236589.0
19140,NL33,F,40+,917242.0
19141,NL33,F,<18,361147.0
19142,NL33,F,TOTAL,1787469.0
19143,NL33,M,18-29,278673.0
19144,NL33,M,30-39,235364.0
19145,NL33,M,40+,848064.0
19146,NL33,M,<18,378754.0
19147,NL33,M,TOTAL,1740855.0
19148,NL33,T,18-29,461467.0
19149,NL33,T,30-39,471953.0
19150,NL33,T,40+,1765306.0
19151,NL33,T,TOTAL,3528324.0
19152,NL332,F,18-29,64934.0
19153,NL332,F,30-39,59567.0
19154,NL332,F,40+,206972.0
19155,NL332,F,<18,82167.0
19156,NL332,F,TOTAL,413640.0
19157,NL332,M,18-29,62341.0
19158,NL332,M,30-39,59081.0
19159,NL332,M,40+,189142.0
19160,NL332,M,<18,86645.0
19161,NL332,M,TOTAL,397209.0
19162,NL332,T,18-29,108331.0
19163,NL332,T,30-39,118648.0
19164,NL332,T,40+,396114.0
19165,NL332,T,TOTAL,810849.0
19166,NL333,F,18-29,17070.0
19167,NL333,F,30-39,12972.0
19168,NL333,F,40+,54115.0
19169,NL333,F,<18,20935.0
19170,NL333,F,TOTAL,105092.0
19171,NL333,M,18-29,23375.0
19172,NL333,M,30-39,13895.0
19173,NL333,M,40+,51584.0
19174,NL333,M,<18,21674.0
19175,NL333,M,TOTAL,110528.0
19176,NL333,T,18-29,33596.0
19177,NL333,T,30-39,26867.0
19178,NL333,T,40+,105699.0
19179,NL333,T,TOTAL,215620.0
19180,NL337,F,18-29,32576.0
19181,NL337,F,30-39,25610.0
19182,NL337,F,40+,107381.0
19183,NL337,F,<18,41015.0
19184,NL337,F,TOTAL,206582.0
19185,NL337,M,18-29,31947.0
19186,NL337,M,30-39,25475.0
19187,NL337,M,40+,99811.0
19188,NL337,M,<18,43422.0
19189,NL337,M,TOTAL,200655.0
19190,NL337,T,18-29,53184.0
19191,NL337,T,30-39,51085.0
19192,NL337,T,40+,207192.0
19193,NL337,T,TOTAL,407237.0
19194,NL338,F,18-29,19640.0
19195,NL338,F,30-39,18174.0
19196,NL338,F,40+,77726.0
19197,NL338,F,<18,32586.0
19198,NL338,F,TOTAL,148126.0
19199,NL338,M,18-29,20526.0
19200,NL338,M,30-39,17995.0
19201,NL338,M,40+,73448.0
19202,NL338,M,<18,33724.0
19203,NL338,M,TOTAL,145693.0
19204,NL338,T,18-29,32550.0
19205,NL338,T,30-39,36169.0
19206,NL338,T,40+,151174.0
19207,NL338,T,TOTAL,293819.0
19208,NL339,F,18-29,110348.0
19209,NL339,F,30-39,95373.0
19210,NL339,F,40+,366364.0
19211,NL339,F,<18,141211.0
19212,NL339,F,TOTAL,713296.0
19213,NL339,M,18-29,111635.0
19214,NL339,M,30-39,94260.0
19215,NL339,M,40+,337793.0
19216,NL339,M,<18,147807.0
19217,NL339,M,TOTAL,691495.0
19218,NL339,T,18-29,186916.0
19219,NL339,T,30-39,189633.0
19220,NL339,T,40+,704157.0
19221,NL339,T,TOTAL,1404791.0
19222,NL33A,F,18-29,27923.0
19223,NL33A,F,30-39,24893.0
19224,NL33A,F,40+,104684.0
19225,NL33A,F,<18,43233.0
19226,NL33A,F,TOTAL,200733.0
19227,NL33A,M,18-29,28849.0
19228,NL33A,M,30-39,24658.0
19229,NL33A,M,40+,96286.0
19230,NL33A,M,<18,45482.0
19231,NL33A,M,TOTAL,195275.0
19232,NL33A,T,18-29,46890.0
19233,NL33A,T,30-39,49551.0
19234,NL33A,T,40+,200970.0
19235,NL33A,T,TOTAL,396008.0
19236,NL34,F,18-29,22267.0
19237,NL34,F,30-39,21524.0
19238,NL34,F,40+,110202.0
19239,NL34,F,<18,38353.0
19240,NL34,F,TOTAL,192346.0
19241,NL34,M,18-29,24468.0
19242,NL34,M,30-39,21983.0
19243,NL34,M,40+,102440.0
19244,NL34,M,<18,40293.0
19245,NL34,M,TOTAL,189184.0
19246,NL34,T,18-29,38388.0
19247,NL34,T,30-39,43507.0
19248,NL34,T,40+,212642.0
19249,NL34,T,TOTAL,381530.0
19250,NL341,F,18-29,5321.0
19251,NL341,F,30-39,5785.0
19252,NL341,F,40+,32800.0
19253,NL341,F,<18,9743.0
19254,NL341,F,TOTAL,53649.0
19255,NL341,M,18-29,5883.0
19256,NL341,M,30-39,5881.0
19257,NL341,M,40+,30778.0
19258,NL341,M,<18,10330.0
19259,NL341,M,TOTAL,52872.0
19260,NL341,T,18-29,9205.0
19261,NL341,T,30-39,11666.0
19262,NL341,T,40+,63578.0
19263,NL341,T,TOTAL,106521.0
19264,NL342,F,18-29,16946.0
19265,NL342,F,30-39,15739.0
19266,NL342,F,40+,77402.0
19267,NL342,F,<18,28610.0
19268,NL342,F,TOTAL,138697.0
19269,NL342,M,18-29,18585.0
19270,NL342,M,30-39,16102.0
19271,NL342,M,40+,71662.0
19272,NL342,M,<18,29963.0
19273,NL342,M,TOTAL,136312.0
19274,NL342,T,18-29,29183.0
19275,NL342,T,30-39,31841.0
19276,NL342,T,40+,149064.0
19277,NL342,T,TOTAL,275009.0
19278,NL4,F,18-29,239819.0
19279,NL4,F,30-39,211653.0
19280,NL4,F,40+,994464.0
19281,NL4,F,<18,349095.0
19282,NL4,F,TOTAL,1795031.0
19283,NL4,M,18-29,254823.0
19284,NL4,M,30-39,215065.0
19285,NL4,M,40+,946710.0
19286,NL4,M,<18,365213.0
19287,NL4,M,TOTAL,1781811.0
19288,NL4,T,18-29,407927.0
19289,NL4,T,30-39,426718.0
19290,NL4,T,40+,1941174.0
19291,NL4,T,TOTAL,3576842.0
19292,NL41,F,18-29,167039.0
19293,NL41,F,30-39,150806.0
19294,NL41,F,40+,662710.0
19295,NL41,F,<18,248487.0
19296,NL41,F,TOTAL,1229042.0
19297,NL41,M,18-29,178077.0
19298,NL41,M,30-39,153356.0
19299,NL41,M,40+,633389.0
19300,NL41,M,<18,260351.0
19301,NL41,M,TOTAL,1225173.0
19302,NL41,T,18-29,284914.0
19303,NL41,T,30-39,304162.0
19304,NL41,T,40+,1296099.0
19305,NL41,T,TOTAL,2454215.0
19306,NL411,F,18-29,42064.0
19307,NL411,F,30-39,37923.0
19308,NL411,F,40+,170743.0
19309,NL411,F,<18,61049.0
19310,NL411,F,TOTAL,311779.0
19311,NL411,M,18-29,42239.0
19312,NL411,M,30-39,37284.0
19313,NL411,M,40+,161422.0
19314,NL411,M,<18,63533.0
19315,NL411,M,TOTAL,304478.0
19316,NL411,T,18-29,69378.0
19317,NL411,T,30-39,75207.0
19318,NL411,T,40+,332165.0
19319,NL411,T,TOTAL,616257.0
19320,NL412,F,18-29,35110.0
19321,NL412,F,30-39,28516.0
19322,NL412,F,40+,120976.0
19323,NL412,F,<18,46127.0
19324,NL412,F,TOTAL,230729.0
19325,NL412,M,18-29,36686.0
19326,NL412,M,30-39,29119.0
19327,NL412,M,40+,114647.0
19328,NL412,M,<18,48302.0
19329,NL412,M,TOTAL,228754.0
19330,NL412,T,18-29,59527.0
19331,NL412,T,30-39,57635.0
19332,NL412,T,40+,235623.0
19333,NL412,T,TOTAL,459483.0
19334,NL413,F,18-29,40531.0
19335,NL413,F,30-39,39192.0
19336,NL413,F,40+,172874.0
19337,NL413,F,<18,67516.0
19338,NL413,F,TOTAL,320113.0
19339,NL413,M,18-29,43387.0
19340,NL413,M,30-39,39788.0
19341,NL413,M,40+,165956.0
19342,NL413,M,<18,70376.0
19343,NL413,M,TOTAL,319507.0
19344,NL413,T,18-29,68572.0
19345,NL413,T,30-39,78980.0
19346,NL413,T,40+,338830.0
19347,NL413,T,TOTAL,639620.0
19348,NL414,F,18-29,49334.0
19349,NL414,F,30-39,45175.0
19350,NL414,F,40+,198117.0
19351,NL414,F,<18,73795.0
19352,NL414,F,TOTAL,366421.0
19353,NL414,M,18-29,55765.0
19354,NL414,M,30-39,47165.0
19355,NL414,M,40+,191364.0
19356,NL414,M,<18,78140.0
19357,NL414,M,TOTAL,372434.0
19358,NL414,T,18-29,87437.0
19359,NL414,T,30-39,92340.0
19360,NL414,T,40+,389481.0
19361,NL414,T,TOTAL,738855.0
19362,NL42,F,18-29,72780.0
19363,NL42,F,30-39,60847.0
19364,NL42,F,40+,331754.0
19365,NL42,F,<18,100608.0
19366,NL42,F,TOTAL,565989.0
19367,NL42,M,18-29,76746.0
19368,NL42,M,30-39,61709.0
19369,NL42,M,40+,313321.0
19370,NL42,M,<18,104862.0
19371,NL42,M,TOTAL,556638.0
19372,NL42,T,18-29,123013.0
19373,NL42,T,30-39,122556.0
19374,NL42,T,40+,645075.0
19375,NL42,T,TOTAL,1122627.0
19376,NL421,F,18-29,16749.0
19377,NL421,F,30-39,15996.0
19378,NL421,F,40+,78401.0
19379,NL421,F,<18,28468.0
19380,NL421,F,TOTAL,139614.0
19381,NL421,M,18-29,18457.0
19382,NL421,M,30-39,16244.0
19383,NL421,M,40+,76361.0
19384,NL421,M,<18,29427.0
19385,NL421,M,TOTAL,140489.0
19386,NL421,T,18-29,28641.0
19387,NL421,T,30-39,32240.0
19388,NL421,T,40+,154762.0
19389,NL421,T,TOTAL,280103.0
19390,NL422,F,18-29,13690.0
19391,NL422,F,30-39,12748.0
19392,NL422,F,40+,69274.0
19393,NL422,F,<18,21910.0
19394,NL422,F,TOTAL,117622.0
19395,NL422,M,18-29,15116.0
19396,NL422,M,30-39,13082.0
19397,NL422,M,40+,66560.0
19398,NL422,M,<18,22831.0
19399,NL422,M,TOTAL,117589.0
19400,NL422,T,18-29,23591.0
19401,NL422,T,30-39,25830.0
19402,NL422,T,40+,135834.0
19403,NL422,T,TOTAL,235211.0
19404,NL423,F,18-29,42341.0
19405,NL423,F,30-39,32103.0
19406,NL423,F,40+,184079.0
19407,NL423,F,<18,50230.0
19408,NL423,F,TOTAL,308753.0
19409,NL423,M,18-29,43173.0
19410,NL423,M,30-39,32383.0
19411,NL423,M,40+,170400.0
19412,NL423,M,<18,52604.0
19413,NL423,M,TOTAL,298560.0
19414,NL423,T,18-29,70781.0
19415,NL423,T,30-39,64486.0
19416,NL423,T,40+,354479.0
19417,NL423,T,TOTAL,607313.0
19418,NLZ,F,18-29,
19419,NLZ,F,30-39,
19420,NLZ,F,40+,
19421,NLZ,F,<18,
19422,NLZ,F,TOTAL,
19423,NLZ,M,18-29,
19424,NLZ,M,30-39,
19425,NLZ,M,40+,
19426,NLZ,M,<18,
19427,NLZ,M,TOTAL,
19428,NLZ,T,18-29,
19429,NLZ,T,30-39,
19430,NLZ,T,40+,
19431,NLZ,T,TOTAL,
19432,NLZZ,F,18-29,
19433,NLZZ,F,30-39,
19434,NLZZ,F,40+,
19435,NLZZ,F,<18,
19436,NLZZ,F,TOTAL,
19437,NLZZ,M,18-29,
19438,NLZZ,M,30-39,
19439,NLZZ,M,40+,
19440,NLZZ,M,<18,
19441,NLZZ,M,TOTAL,
19442,NLZZ,T,18-29,
19443,NLZZ,T,30-39,
19444,NLZZ,T,40+,
19445,NLZZ,T,TOTAL,
19446,NLZZZ,F,18-29,
19447,NLZZZ,F,30-39,
19448,NLZZZ,F,40+,
19449,NLZZZ,F,<18,
19450,NLZZZ,F,TOTAL,
19451,NLZZZ,M,18-29,
19452,NLZZZ,M,30-39,
19453,NLZZZ,M,40+,
19454,NLZZZ,M,<18,
19455,NLZZZ,M,TOTAL,
19456,NLZZZ,T,18-29,
19457,NLZZZ,T,30-39,
19458,NLZZZ,T,40+,
19459,NLZZZ,T,TOTAL,
19460,NO,F,18-29,382042.0
19461,NO,F,30-39,329765.0
19462,NO,F,40+,1227838.0
19463,NO,F,<18,544530.0
19464,NO,F,TOTAL,2484175.0
19465,NO,M,18-29,399077.0
19466,NO,M,30-39,347477.0
19467,NO,M,40+,1175700.0
19468,NO,M,<18,573525.0
19469,NO,M,TOTAL,2495779.0
19470,NO,T,18-29,650711.0
19471,NO,T,30-39,677242.0
19472,NO,T,40+,2403538.0
19473,NO,T,TOTAL,4979954.0
19474,NO0,F,18-29,382042.0
19475,NO0,F,30-39,329765.0
19476,NO0,F,40+,1227838.0
19477,NO0,F,<18,544530.0
19478,NO0,F,TOTAL,2484175.0
19479,NO0,M,18-29,399077.0
19480,NO0,M,30-39,347477.0
19481,NO0,M,40+,1175700.0
19482,NO0,M,<18,573525.0
19483,NO0,M,TOTAL,2495779.0
19484,NO0,T,18-29,650711.0
19485,NO0,T,30-39,677242.0
19486,NO0,T,40+,2403538.0
19487,NO0,T,TOTAL,4979954.0
19488,NO01,F,18-29,99451.0
19489,NO01,F,30-39,92997.0
19490,NO01,F,40+,268460.0
19491,NO01,F,<18,125338.0
19492,NO01,F,TOTAL,586246.0
19493,NO01,M,18-29,96716.0
19494,NO01,M,30-39,97120.0
19495,NO01,M,40+,255598.0
19496,NO01,M,<18,131515.0
19497,NO01,M,TOTAL,580949.0
19498,NO01,T,18-29,168933.0
19499,NO01,T,30-39,190117.0
19500,NO01,T,40+,524058.0
19501,NO01,T,TOTAL,1167195.0
19502,NO011,F,18-29,62792.0
19503,NO011,F,30-39,55702.0
19504,NO011,F,40+,130325.0
19505,NO011,F,<18,59543.0
19506,NO011,F,TOTAL,308362.0
19507,NO011,M,18-29,58043.0
19508,NO011,M,30-39,60357.0
19509,NO011,M,40+,123214.0
19510,NO011,M,<18,62340.0
19511,NO011,M,TOTAL,303954.0
19512,NO011,T,18-29,108718.0
19513,NO011,T,30-39,116059.0
19514,NO011,T,40+,253539.0
19515,NO011,T,TOTAL,612316.0
19516,NO012,F,18-29,36659.0
19517,NO012,F,30-39,37295.0
19518,NO012,F,40+,138135.0
19519,NO012,F,<18,65795.0
19520,NO012,F,TOTAL,277884.0
19521,NO012,M,18-29,38673.0
19522,NO012,M,30-39,36763.0
19523,NO012,M,40+,132384.0
19524,NO012,M,<18,69175.0
19525,NO012,M,TOTAL,276995.0
19526,NO012,T,18-29,60215.0
19527,NO012,T,30-39,74058.0
19528,NO012,T,40+,270519.0
19529,NO012,T,TOTAL,554879.0
19530,NO02,F,18-29,25204.0
19531,NO02,F,30-39,21349.0
19532,NO02,F,40+,106317.0
19533,NO02,F,<18,37990.0
19534,NO02,F,TOTAL,190860.0
19535,NO02,M,18-29,27176.0
19536,NO02,M,30-39,21835.0
19537,NO02,M,40+,99580.0
19538,NO02,M,<18,40291.0
19539,NO02,M,TOTAL,188882.0
19540,NO02,T,18-29,42313.0
19541,NO02,T,30-39,43184.0
19542,NO02,T,40+,205897.0
19543,NO02,T,TOTAL,379742.0
19544,NO021,F,18-29,12732.0
19545,NO021,F,30-39,10755.0
19546,NO021,F,40+,54457.0
19547,NO021,F,<18,19097.0
19548,NO021,F,TOTAL,97041.0
19549,NO021,M,18-29,13658.0
19550,NO021,M,30-39,10892.0
19551,NO021,M,40+,50740.0
19552,NO021,M,<18,20393.0
19553,NO021,M,TOTAL,95683.0
19554,NO021,T,18-29,21334.0
19555,NO021,T,30-39,21647.0
19556,NO021,T,40+,105197.0
19557,NO021,T,TOTAL,192724.0
19558,NO022,F,18-29,12472.0
19559,NO022,F,30-39,10594.0
19560,NO022,F,40+,51860.0
19561,NO022,F,<18,18893.0
19562,NO022,F,TOTAL,93819.0
19563,NO022,M,18-29,13518.0
19564,NO022,M,30-39,10943.0
19565,NO022,M,40+,48840.0
19566,NO022,M,<18,19898.0
19567,NO022,M,TOTAL,93199.0
19568,NO022,T,18-29,20979.0
19569,NO022,T,30-39,21537.0
19570,NO022,T,40+,100700.0
19571,NO022,T,TOTAL,187018.0
